Product Name,HSN Code,Old ERP Code / Existing Series,Item Categories (SKU),Product Description,Brand,"Country of Origin

","Model/Part Number

","Unit Price

",Currency,"Category


",Sub-Category,"Item Type

",Unit of Measure,Stock Quantity,MoQ,Reorder Level,Lead Time (Days)
CARBON BRUSH 32X16X12,9954,2780,Raw Material,Carbon Brush 32X16X12 used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-PM28,462295.7,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,345,2,69,34
CARBON BRUSH 30X12X8,9954,2781,Heavy Duty Valves,Carbon Brush 30X12X8 used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-6W0N,233603.52,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,147,5,29,22
CARBON BRUSH 30X18X15,9954,2782,CNC Machined Parts,Carbon Brush 30X18X15 used in industrial plant operations. Category: Rawmat.,IMFA,India,RM-BZZ4,139695.14,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,91,5,18,26
CARBON BRUSH 1.617.014.145,9954,2783,Raw Material - Steel,Carbon Brush 1.617.014.145 used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-4XCS,309982.19,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,498,50,100,35
(Don't Use-Duplicate item)CARBON BRUSH 1.607.014.145,9954,2784,Laptops & Computting,(Don'T Use-Duplicate Item)Carbon Brush 1.607.014.145 used in industrial plant operations. Category: Rawmat.,FACOR,India,RM-EK8A,366443.94,INR (₹),Construction Material,Bitumen & Ashphalt,Stock Item,Meter,87,50,50,27
FERRULE 2.5MM,9954,2785,Store & Consumables,Ferrule 2.5Mm used in industrial plant operations. Category: General.,Local,India,GEN-5VGG,4090.81,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,441,5,88,22
FERRULE (1-10),9954,2786,Raw Material,Ferrule (1-10) used in industrial plant operations. Category: General.,OEM,India,GEN-GA4Z,33737.76,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,224,1,45,11
MAIN SWITCH FN TYPE 63 AMP,9954,2787,Heavy Duty Valves,Main Switch Fn Type 63 Amp used in industrial plant operations. Category: Electrical.,L&T,India,ELE-4BGP,64856.85,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,120,1,24,21
MAIN SWITCH FN TYPE 32 AMP,9954,2788,CNC Machined Parts,Main Switch Fn Type 32 Amp used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-FPZF,140150.67,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,408,1,82,14
SEQUENTAL TIMER 10 CHANNEL,9954,2789,Raw Material - Steel,Sequental Timer 10 Channel used in industrial plant operations. Category: General.,Local,India,GEN-2J6Q,6949.99,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,194,2,39,16
HT FUSE 30AMP,9954,2790,Laptops & Computting,Ht Fuse 30Amp used in industrial plant operations. Category: General.,Generic,India,GEN-ARWB,4969.83,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,79,5,16,22
HT FUSE 60 AMP,9954,2791,Store & Consumables,Ht Fuse 60 Amp used in industrial plant operations. Category: General.,Generic,India,GEN-ARWD,37681.23,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,345,10,69,12
FUSE LINK HBC 80 AMP,9954,2792,Raw Material,Fuse Link Hbc 80 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-DG3V,37213.57,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,462,1,92,20
FUSE LINK HRC 6 AMP NH000,9954,2793,Heavy Duty Valves,Fuse Link Hrc 6 Amp Nh000 used in industrial plant operations. Category: General.,Standard,India,GEN-SGA4,15947.43,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,406,5,81,21
FUSE LINK HBC-TSS 63AMP,9954,2794,CNC Machined Parts,Fuse Link Hbc-Tss 63Amp used in industrial plant operations. Category: General.,Standard,India,GEN-29DF,40425.61,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,252,1,50,17
FUSE LINK HRC 10AMP NH000,9954,2795,Raw Material - Steel,Fuse Link Hrc 10Amp Nh000 used in industrial plant operations. Category: General.,Local,India,GEN-LP9E,11434.03,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,160,2,32,12
FUSE LINK HBC 125 AMP,9954,2796,Laptops & Computting,Fuse Link Hbc 125 Amp used in industrial plant operations. Category: General.,Local,India,GEN-EYAM,10890.76,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,148,1,30,12
FUSE LINK HRC 25 AMP NH000,9954,2797,Store & Consumables,Fuse Link Hrc 25 Amp Nh000 used in industrial plant operations. Category: General.,Generic,India,GEN-VL33,23828.13,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,202,25,40,10
FUSE LINK HBC 100 AMP,9954,2798,Raw Material,Fuse Link Hbc 100 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-YQXL,11387.54,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,250,10,50,11
FUSE LINK HRC 32 AMP NH000,9954,2799,Heavy Duty Valves,Fuse Link Hrc 32 Amp Nh000 used in industrial plant operations. Category: General.,Standard,India,GEN-WLU8,33920.94,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,495,5,99,23
FUSE LINK HRC 25 AMP,9954,2800,CNC Machined Parts,Fuse Link Hrc 25 Amp used in industrial plant operations. Category: General.,Local,India,GEN-VMNE,5493.77,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,66,5,13,24
FUSE LINK HRC 63 AMP NH000,9954,2801,Raw Material - Steel,Fuse Link Hrc 63 Amp Nh000 used in industrial plant operations. Category: General.,Generic,India,GEN-FQ59,35215.31,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,320,25,64,24
FUSE LINK HRC 80 AMP NH00,9954,2802,Laptops & Computting,Fuse Link Hrc 80 Amp Nh00 used in industrial plant operations. Category: General.,Standard,India,GEN-JU26,25782.02,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,74,2,15,17
FUSE LINK HRC 125 AMP,9954,2803,Store & Consumables,Fuse Link Hrc 125 Amp used in industrial plant operations. Category: General.,Standard,India,GEN-96TK,22918.09,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,271,50,54,13
FUSE LINK HRC 125 AMP NH00,9954,2804,Raw Material,Fuse Link Hrc 125 Amp Nh00 used in industrial plant operations. Category: General.,Standard,India,GEN-3UDV,28679.98,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,159,25,32,23
FUSE LINK HBC-TSS 25AMP,9954,2805,Heavy Duty Valves,Fuse Link Hbc-Tss 25Amp used in industrial plant operations. Category: General.,OEM,India,GEN-CLBV,36359.76,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,487,2,97,16
FUSE LINK HRC 6 AMP,9954,2806,CNC Machined Parts,Fuse Link Hrc 6 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-429K,13596.97,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,148,10,30,10
FUSE LINK HF 10 AMP,9954,2807,Raw Material - Steel,Fuse Link Hf 10 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-DVTL,21698.33,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,375,1,75,12
FUSE LINK HBC -NS 2 AMP,9954,2808,Laptops & Computting,Fuse Link Hbc -Ns 2 Amp used in industrial plant operations. Category: General.,Generic,India,GEN-9G0Z,37178.67,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,193,5,39,10
FUSE LINK HBC -NS 4 AMP,9954,2809,Store & Consumables,Fuse Link Hbc -Ns 4 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-1AAU,18969.79,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,390,50,78,16
FUSE LINK HF 16 AMP,9954,2810,Raw Material,Fuse Link Hf 16 Amp used in industrial plant operations. Category: General.,Standard,India,GEN-JDAT,28672.52,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,56,1,11,14
FUSE LINK HF 63 AMP,9954,2811,Heavy Duty Valves,Fuse Link Hf 63 Amp used in industrial plant operations. Category: General.,Generic,India,GEN-PAV5,4798.79,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,395,50,79,20
FUSE LINK HF 32 AMP,9954,2812,CNC Machined Parts,Fuse Link Hf 32 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-3ES7,37159.8,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,354,25,71,22
FUSE LINK HBC 415V 10 AMP,9954,2813,Raw Material - Steel,Fuse Link Hbc 415V 10 Amp used in industrial plant operations. Category: General.,Standard,India,GEN-1XPU,36706.15,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,288,1,58,23
FUSE LINK HBC 16 AMP,9954,2814,Laptops & Computting,Fuse Link Hbc 16 Amp used in industrial plant operations. Category: General.,Standard,India,GEN-SJJB,46083.7,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,273,5,55,20
FUSE LINK NS 6 AMP,9954,2815,Store & Consumables,Fuse Link Ns 6 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-JED4,47663.99,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,485,1,97,18
FUSE LINK HBC -NS 20 AMP,9954,2816,Raw Material,Fuse Link Hbc -Ns 20 Amp used in industrial plant operations. Category: General.,Generic,India,GEN-LYUN,13105.07,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,82,25,25,22
FUSE LINK HBC 415V 32 AMP,9954,2817,Heavy Duty Valves,Fuse Link Hbc 415V 32 Amp used in industrial plant operations. Category: General.,Local,India,GEN-FAX3,33303.59,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,195,2,39,15
FUSE LINK HBC -NS 25 AMP,9954,2818,CNC Machined Parts,Fuse Link Hbc -Ns 25 Amp used in industrial plant operations. Category: General.,OEM,India,GEN-KPRN,28822.76,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,138,5,28,19
FUSE LINK 3NW-TIA 20AMP,9954,2819,Raw Material - Steel,Fuse Link 3Nw-Tia 20Amp used in industrial plant operations. Category: General.,Local,India,GEN-5QFB,3116.3,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,146,50,50,21
FUSE LINK 3NW-TIA 32AMP,9954,2820,Laptops & Computting,Fuse Link 3Nw-Tia 32Amp used in industrial plant operations. Category: General.,Generic,India,GEN-30UD,25448.38,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,344,2,69,18
FUSE LINK HN0 125AMP 415V,9954,2821,Store & Consumables,Fuse Link Hn0 125Amp 415V used in industrial plant operations. Category: General.,Standard,India,GEN-W28F,44556.01,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,27,25,25,15
FUSE LINK HN0 200AMP 415V,9954,2822,Raw Material,Fuse Link Hn0 200Amp 415V used in industrial plant operations. Category: General.,Generic,India,GEN-SZ6R,39525.5,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,336,2,67,16
FUSE LINK HN1 250AMP 415V,9954,2823,Heavy Duty Valves,Fuse Link Hn1 250Amp 415V used in industrial plant operations. Category: General.,Local,India,GEN-F7MR,619.38,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,91,25,25,11
FUSE LINK HN2 400AMP 415V,9954,2824,CNC Machined Parts,Fuse Link Hn2 400Amp 415V used in industrial plant operations. Category: General.,OEM,India,GEN-UMUZ,46925.75,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,100,50,50,15
TPN 6 WAY DD-SB POWER SHELL,9954,2825,Raw Material - Steel,Tpn 6 Way Dd-Sb Power Shell used in industrial plant operations. Category: General.,Local,India,GEN-VK5P,44191.8,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,247,25,49,12
SOLONOID VALVE 220V,9954,2826,Laptops & Computting,Solonoid Valve 220V used in industrial plant operations. Category: Mechanical.,FAG,India,MCH-BQAC,42160.66,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,244,1,49,14
KITKAT FUSE 32 AMP,9954,2827,Store & Consumables,Kitkat Fuse 32 Amp used in industrial plant operations. Category: General.,Generic,India,GEN-01F9,6532.18,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,483,50,97,16
ROTARY CAN SWITCH,9954,2828,Raw Material,Rotary Can Switch used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-MEYJ,79946.27,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,15,10,10,25
KITKAT FUSE 63 AMP,9954,2829,Heavy Duty Valves,Kitkat Fuse 63 Amp used in industrial plant operations. Category: General.,Standard,India,GEN-QM82,36579.56,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,169,10,34,21
LT SWITCH FF TYPE 63 AMP 500V,9954,2830,CNC Machined Parts,Lt Switch Ff Type 63 Amp 500V used in industrial plant operations. Category: Electrical.,Siemens,India,ELE-9LGE,66082.94,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,446,50,89,18
TEMPERATURE CONTROL METER,9954,2831,Raw Material - Steel,Temperature Control Meter used in industrial plant operations. Category: Electrical.,Schneider,India,ELE-4AXM,1225.17,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,378,50,76,26
ALU LUGS 185 SQMM (XLPE),9954,2832,Laptops & Computting,Alu Lugs 185 Sqmm (Xlpe) used in industrial plant operations. Category: General.,OEM,India,GEN-8L4J,17616.17,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,52,10,10,16
ALU LUGS 120 SQMM (RING TYPE),9954,2833,Store & Consumables,Alu Lugs 120 Sqmm (Ring Type) used in industrial plant operations. Category: General.,OEM,India,GEN-FLDZ,41337.3,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,497,2,99,16
CU LUGS 50 SQMM PIN TYPE,9954,2834,Raw Material,Cu Lugs 50 Sqmm Pin Type used in industrial plant operations. Category: General.,Standard,India,GEN-9T4Z,19493.86,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,487,50,97,22
ALU LUGS 35 SQMM RING TYPE,9954,2835,Heavy Duty Valves,Alu Lugs 35 Sqmm Ring Type used in industrial plant operations. Category: General.,Standard,India,GEN-85KC,46344.57,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,462,10,92,23
CU LUGS 35 SQMM PIN TYPE,9954,2836,CNC Machined Parts,Cu Lugs 35 Sqmm Pin Type used in industrial plant operations. Category: General.,Standard,India,GEN-T42K,23460.66,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,349,2,70,19
CU LUGS 16 SQMM RING TYPE,9954,2837,Raw Material - Steel,Cu Lugs 16 Sqmm Ring Type used in industrial plant operations. Category: General.,Generic,India,GEN-XNB9,5620.88,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,165,25,33,19
CU LUGS 25 SQMM RING TYPE,9954,2838,Laptops & Computting,Cu Lugs 25 Sqmm Ring Type used in industrial plant operations. Category: General.,Standard,India,GEN-99EL,13739.39,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,167,1,33,14
CU LUGS 35 SQMM RING TYPE,9954,2839,Store & Consumables,Cu Lugs 35 Sqmm Ring Type used in industrial plant operations. Category: General.,Standard,India,GEN-51U8,7710.63,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,414,50,83,16
ALU LUGS 70 SQMM RING TYPE,9954,2840,Raw Material,Alu Lugs 70 Sqmm Ring Type used in industrial plant operations. Category: General.,Local,India,GEN-W1FJ,39325.6,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,214,50,50,21
ALU LUGS 10 SQMM PIN TYPE,9954,2841,Heavy Duty Valves,Alu Lugs 10 Sqmm Pin Type used in industrial plant operations. Category: General.,Local,India,GEN-3XCE,33594.91,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,262,2,52,18
.,9954,2842,CNC Machined Parts,. used in industrial plant operations. Category: General.,Generic,India,GEN-URAY,11828.39,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,182,50,50,19
CU LUGS 70 SQMM PIN TYPE,9954,2843,Raw Material - Steel,Cu Lugs 70 Sqmm Pin Type used in industrial plant operations. Category: General.,Local,India,GEN-T530,26506.11,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,310,10,62,18
CU LUGS 70 SQMM RING TYPE,9954,2844,Laptops & Computting,Cu Lugs 70 Sqmm Ring Type used in industrial plant operations. Category: General.,Generic,India,GEN-9P5A,42367.76,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,32,2,6,11
ALU LUGS 35 SQMM PIN TYPE,9954,2845,Store & Consumables,Alu Lugs 35 Sqmm Pin Type used in industrial plant operations. Category: General.,OEM,India,GEN-3NG1,4296.63,INR (₹),Construction Material,Bricks & Blocks,Non-Stock,Unit,105,2,21,23
ALU LUGS 16 SQMM RING TYPE,9954,2846,Raw Material,Alu Lugs 16 Sqmm Ring Type used in industrial plant operations. Category: General.,Generic,India,GEN-EPL1,26489.05,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,431,2,86,17
CU LUGS 50 SQMM RING TYPE,9954,2847,Heavy Duty Valves,Cu Lugs 50 Sqmm Ring Type used in industrial plant operations. Category: General.,OEM,India,GEN-D05P,49375.22,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,93,1,19,21
CU LUGS 25 SQMM PIN TYPE,9954,2848,CNC Machined Parts,Cu Lugs 25 Sqmm Pin Type used in industrial plant operations. Category: General.,OEM,India,GEN-DR4X,45638.47,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,51,1,10,22
CU LUGS 16 SQMM PIN TYPE,9954,2849,Raw Material - Steel,Cu Lugs 16 Sqmm Pin Type used in industrial plant operations. Category: General.,Local,India,GEN-BAL7,40701.91,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,64,50,50,17
CU LUGS 6 SQMM FORK TYPE,9954,2850,Laptops & Computting,Cu Lugs 6 Sqmm Fork Type used in industrial plant operations. Category: General.,Generic,India,GEN-WRYQ,39077.58,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,462,50,92,22
CU LUGS 4.6 SQMM PIN TYPE,9954,2851,Store & Consumables,Cu Lugs 4.6 Sqmm Pin Type used in industrial plant operations. Category: General.,Standard,India,GEN-6F9N,35821.39,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,379,25,76,14
CU LUGS 10 SQMM PIN TYPE,9954,2852,Raw Material,Cu Lugs 10 Sqmm Pin Type used in industrial plant operations. Category: General.,Generic,India,GEN-VK9R,26289.4,INR (₹),Construction Material,Bitumen & Ashphalt,Non-Stock,Unit,481,1,96,20
CU LUGS 10 SQMM RING TYPE,9954,2853,Heavy Duty Valves,Cu Lugs 10 Sqmm Ring Type used in industrial plant operations. Category: General.,Generic,India,GEN-C8MM,8449.29,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,21,10,10,24
CU LUGS 4.6 SQMM FORK TYPE,9954,2854,CNC Machined Parts,Cu Lugs 4.6 Sqmm Fork Type used in industrial plant operations. Category: General.,OEM,India,GEN-UY4T,372.46,INR (₹),Construction Material,Building Hardware,Non-Stock,Unit,409,10,82,19
CAPASITOR CLAMP 10-12 SQMM,9954,2855,Raw Material - Steel,Capasitor Clamp 10-12 Sqmm used in industrial plant operations. Category: Mechanical.,SKF,India,MCH-0R8D,2159.03,INR (₹),Construction Material,Building Hardware,Stock Item,Nos,408,25,82,21
